date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
"November 28, 2018 @ 3:00 pm - 4:30 pm","Melissa Gymrek, Ph.D. Assistant Professor of Computer Science and Engineering, Medicine University of California San Diego Dissecting the contribution of repetitive genetic variation to human traits Recent studies have made substantial progress in identifying genetic variants associated with disease and molecular phenotypes in humans. However, these studies have primarily focused on single nucleotide polymorphisms (SNPs), ignoring more complex variants that have been shown to play important functional roles. Here, I focus on short tandem repeats (STRs), one of the most…
Find out more »",4:30 pm,,"BRB Auditorium, 
421 Curie Blvd

Philadelphia,
PA
19104
United States",Institute for Biomedical Informatics (UPIBI),,3:00 pm,,"Penn Bioinformatics Forum – Melissa Gymrek, PhD",http://upibi.org/event/penn-bioinformatics-forum-melissa-gymrek-phd/,28-11-2018
"December 5, 2018 @ 3:00 pm - 4:30 pm","This event has been canceled due to scheduling conflicts.
Find out more »",4:30 pm,,"Austrian Auditorium, CRB, 
415 Curie Blvd.

Philadelphia,
19104",Institute for Biomedical Informatics (UPIBI),,3:00 pm,,"CANCELED: Penn Bioinformatics Forum – Joel Dudley, PhD",http://upibi.org/event/penn-bioinformatics-forum-joel-dudley-phd/,05-12-2018
January 23 @ 3:00 pm - 4:30 pm,"Sarah Pendergrass, Ph.D., M.S. Assistant Professor of Biomedical & Translational Informatics Geisinger Redefining our Understanding of Disease, Outcome, Phenotype and the Impact of Genetic Architecture through Electronic Health Records Disease is the sum of many parts, and risk, progression, and severity is not the same for each person. Working with large, phenotypically rich datasets, such as electronic health records (EHRs), we can leverage complexity to redefine our understanding of disease, outcome, and phenotype. Advancing how we use ever-expanding EHR data…
Find out more »",4:30 pm,,"Austrian Auditorium, CRB, 
415 Curie Blvd.

Philadelphia,
19104",Institute for Biomedical Informatics (UPIBI),,3:00 pm,,"Penn Bioinformatics Forum – Sarah Pendergrass, PhD, MS",http://upibi.org/event/penn-bioinformatics-forum-sarah-pendergrass-phd-ms/,23-01-2019
February 13 @ 3:00 pm - 4:30 pm,"Tandy Warnow, PhD Professor of Computer Science, Bioengineering University of Illinois Improving Bioinformatics Analyses using Ensembles of Hidden Markov Models Abstract: Profile Hidden Markov Models (HMMs) are statistical models that are in wide use in bioinformatics. In this talk I will present a novel way of using HMMs that improves many bioinformatics analyses. The key approach is to represent a multiple sequence alignment using a collection of profile HMMs, and then use this complex model to analyze new sequences. As…
Find out more »",4:30 pm,,"BRB Auditorium, 
421 Curie Blvd

Philadelphia,
PA
19104
United States",Institute for Biomedical Informatics (UPIBI),,3:00 pm,,"Penn Bioinformatics Forum – Tandy Warnow, PhD",http://upibi.org/event/penn-bioinformatics-forum-tandy-warnow-phd/,13-02-2019
March 12 @ 8:00 am - 5:00 pm,"Kelly Frazer, PhD Professor of Pediatrics Division Chief, Genome Information Sciences Director, Institute for Genomic Medicine University of California, San Diego Using iPS cells and derived cell types to functionally annotate human genetic variants Abstract: Over the past six years, Dr. Frazer’s lab has systematically derived and characterized a unique collection of iPSC lines from 222 individuals – referred to as iPSCORE (iPSC Collection for Omic Research). iPSCORE is currently being used to analyze genotype – molecular phenotype associations in…
Find out more »",5:00 pm,,"BRB Auditorium, 
421 Curie Blvd

Philadelphia,
PA
19104
United States",Institute for Biomedical Informatics (UPIBI),,8:00 am,,"Penn Bioinformatics Forum – Kelly Frazer, PhD",http://upibi.org/event/penn-bioinformatics-forum-kelly-frazer-phd/,12-03-2019
April 10 @ 3:00 pm - 4:30 pm,"Cole Trapnell, Ph.D. Assistant Professor of Genome Sciences University of Washington Massively multiplex chemical transcriptomics at single cell resolution Abstract: High-throughput screens of bioactive compound libraries typically employ low-content assays, e.g. cell survival, which sharply limits what can be learned about mechanisms of action and off-target effects, and furthermore obscures heterogeneity in the responses of individual cells. Here we introduce sci-Chem, a method that employs “oligo hashing” to capture the global transcriptional responses of cells to a large number of…
Find out more »",4:30 pm,,"Austrian Auditorium, CRB, 
415 Curie Blvd.

Philadelphia,
19104",Institute for Biomedical Informatics (UPIBI),,3:00 pm,,"Penn Bioinformatics Forum – Cole Trapnell, PhD",http://upibi.org/event/penn-bioinformatics-forum-cole-trapnell-phd/,10-04-2019
"May. 13, 2019 5:00pm to 6:30pm","In a world beset by serious and unconscionable health disparities, by dangerous contagions that can circle our globalized planet in hours, and by a bewildering confusion of health actors and systems, humankind needs a new vision, a new architecture, new coordination among renewed systems to ensure central health capabilities for all. Dr. Jennifer Prah Ruger's book Global Health Justice and Governance (Oxford University Press, 2018) lays out the critical problems facing the world today and offers a new theory of justice and governance as a way to resolve these seemingly intractable issues.
In this conversation with author Dr. Jennifer Prah Ruger and Perry World House Deputy Director LaShawn R. Jefferson, Dr. Prah Ruger will address the fundamental responsibility of society to ensure human flourishing; the central role that health plays in flourishing and how that places a unique claim on our public institutions and resources to ensure central health capabilities to reduce premature death and avoid preventable morbidities; and the new global health architecture that is desperately needed in order to address staggering inequalities, imperiling epidemics, and inadequate systems.
Jennifer Prah Ruger is the Amartya Sen Professor of Health Equity, Economics, and Policy in the School of Social Policy & Practice (SP2) and the former Associate Dean for Global Studies and Faculty Chair at the Center for High Impact Philanthropy (CHIP) at the University of Pennsylvania. Dr. Prah Ruger is the founder and director of the Health Equity and Policy Lab (HEPL) that conducts quantitative and qualitative research on the equity implications of health and social policies. She served previously at the World Bank as speechwriter to president James D. Wolfensohn and on the health and development satellite secretariat of WHO Director-General Gro Harlem Brundtland’s Transition Team.",6:30pm,,Perry World House  3803 Locust Walk,Leonard & Davis Institute (LDI),,5:00pm,,"Special Book Event with Jennifer Prah Ruger (""Global Health Justice and Governance"")",https://ldi.upenn.edu/event/special-book-event-jennifer-prah-ruger,13-05-2019
"May. 17, 2019 12:00pm to 1:15pm","Rising costs, uneven access and quality of care, too often litter the headlines describing health care in the U.S. This session explores the current system of paying for long-term care, proven models of care and wellness, patient and caregiver-directed partnerships, and technological and organizational innovations as key opportunities to enhance and improve health care delivery. What is critical is to be sure that the changes sought are aligned with your needs, values, and preferences. Attendees will be engaged in an interactive dialogue with a multidisciplinary panel of UPenn experts to help move the needle on achieving high value care for an aging society.
Panelists
Mary Naylor, PhD, RN, FAANMarian S. Ware Professor; Director, NewCourtland Center for Transitions and Health, School of Nursing
Nancy Hodgson, PhD, RN, FAANChair of Gerontology, School of Nursing
 
George Demiris, PhD, FACMIPenn Integrates Knowledge University Professor
 
Rachel Werner, MD, PhDProfessor of Medicine, Perelman School of Medicine
 
Norma Coe, PhDAssociate Professor of Medical Ethics and Health Policy, Perelman School of Medicine 
Allison Hoffman, JDProfessor of Law, Law School
 
Pilar Gonalons-Pons, PhDAssistant Professor of Sociology, School of Arts and Sciences
 
Sponsored by the Leonard Davis Institute of Health Economics (LDI), the School of Nursing, The Wharton School, Perelman School of Medicine, School of Dental Medicine, Annenberg School, Law School, 50th Reunion and Old Guard.",6:30pm,,"Houston Hall, Class of ’49 Auditorium, 3417 Spruce Street",Leonard & Davis Institute (LDI),,5:00pm,,"LDI Panel Discussion (""Planning for your Future Health Care Needs: What Matters Most To You"")",https://ldi.upenn.edu/event/ldi-panel-discussion-2019,17-05-2019
"May. 17, 2019 3:00pm to 4:30pm","Dr. Shah brings over twenty years of experience in business, government, and philanthropy to The Rockefeller Foundation. Appointed as USAID Administrator by President Obama in 2009, and unanimously confirmed by the Senate, Dr. Shah was charged with reshaping the $20 billion agency’s operations to provide greater assistance to pressing development challenges around the globe. By elevating the importance of innovation, promoting public-private partnerships, rethinking internal practices, and shifting how dollars were spent to deliver stronger results, Shah secured bipartisan support that enabled USAID to dramatically accelerate its work to end extreme poverty. Despite partisan gridlock on many issues, two significant Presidential priorities – Feed the Future and Power Africa – passed the House and Senate with bipartisan support and were signed into law by President Obama, and the Global Food Security Act is the second largest global development legislation after PEPFAR. Shah’s work delivered results for countries facing democratic transitions, post-conflict situations, and humanitarian crises, and is widely credited with providing life-saving access to food, health, and water for millions of children across the planet.
When Dr. Shah left USAID in 2015, he continued to follow his passion for creating opportunities for communities to thrive in the developing world by founding Latitude Capital, a private equity firm focused on power and infrastructure projects in Africa and Asia. He was also appointed a Distinguished Fellow in Residence at Georgetown University.
Raised outside of Detroit, Michigan, Dr. Shah is a graduate of the University of Michigan at Ann Arbor, the University of Pennsylvania School of Medicine, and the Wharton School of Business. Prior to his appointment at USAID, Shah served as Chief Scientist and Undersecretary for Research, Education and Economics at the United States Department of Agriculture. He also served in a number of leadership roles at the Bill & Melinda Gates Foundation, where he helped launch the Alliance for a Green Revolution in Africa (a joint venture by the Gates and Rockefeller foundations) and the International Financing Facility for Immunization (credited with raising more than $5 billion for childhood immunizations worldwide) and where he supported the creation of the Global Development Program. He and his wife, Shivam Mallick Shah have three children.
 
This event is free and open to the public, but please register. 
Co-Sponsored by: The Leonard Davis Institute of Health Economics, The Division of General Internal Medicine, and The National Clinician Scholars Program",6:30pm,,"Colonial Penn Center Auditorium, 3641 Locust Walk",Leonard & Davis Institute (LDI),"Dr. Rajiv J. Shah President, The Rockefeller Foundation",5:00pm,,"Samuel P. Martin, III, MD Memorial Lecture with Rajiv J. Shah (""Charting a Course: the Power of Data to Help Save Lives, Fight Poverty, and Change the Future for Good"")",https://ldi.upenn.edu/event/samuel-p-martin-iii-md-memorial-lecture-rajiv-j-shah,17-05-2019
"Jun. 1, 2019 9:00am to 4:30pm","About the Event 
The ANEW Way Forward event is an inaugural one-day symposium that fosters a collaborative learning community for researchers and practitioners in behavioral health and primary care settings. Come join us at the University of Pennsylvania for:
Skills-based lectures and seminar sessions delivered by national experts to prepare for the evolving primary care landscape
Poster presentations on cutting-edge research and successful pilot programs in the field
Unique networking opportunities designed for symposium attendees
The ANEW symposium is dedicated to providing a national platform for addressing gaps in integrated behavioral health training among the primary care workforce.
Support for the symposium comes from joint collaboration between ANEW and the NCIBH:
Advancing Nursing Education Workforce (ANEW) 
	The HRSA-funded Advancing Nursing Education Workforce (ANEW) grant focuses on developing and implementing clinical training for primary care APRNs interested in caring for underserved populations through the Penn School of Nursing’s A4CP: APRNs for Community Practice Program.
The National Center for Behavioral Health (NCIBH) 
	The National Center for Behavioral Health (NCIBH) is an innovation hub for testing, developing, and disseminating best practices to improve the quality, accessibility, and effectiveness of treatment for mental health and substance use disorders in primary care through effective training models
Audience 
Open to all researchers, practitioners, students, and educators in mental health and/or primary care with an interest in integrated behavioral health training and education.
Registration Form 
Registration is free. Space is limited to 250 people and offered on a first-come, first-serve basis.
Click here for more information about the symposium and registration.",6:30pm,,"Philadelphia, Pennsylvania",Leonard & Davis Institute (LDI),,5:00pm,,ANEW Way Forward: Innovations in Interprofessional Training Using Integrated Behavioral Models in Primary Care,https://ldi.upenn.edu/event/anew-way-forward-innovations-interprofessional-training-using-integrated-behavioral-models,01-06-2019
"Jun. 14, 2019 12:00pm to 1:00pm","Penn's Department of Family Medicine and Community Health is pleased to host Dr. Richard C. Wender, MD, Chief Cancer Control Officer of the American Cancer Society.
Richard C. Wender, MD, chief cancer control officer of the American Cancer Society, helps lead the only comprehensive cancer control organization in the world. He drives the effort to transform the face of cancer here and around the globe by developing strategies for access to care, patient navigation, and health equity. Prior to joining the Society’s staff in 2013, he provided extensive volunteer leadership at the organization’s state and local levels. In 2006, he was elected national president of the Society, becoming the first primary care physician to serve in this capacity.
Dr. Wender worked for more than three decades as a family physician in the department of family and community medicine at Thomas Jefferson University in Philadelphia. From 2002 until 2013, he served as alumni professor and chair of the department. Dr. Wender has led numerous initiatives designed to improve preventive care and chronic disease management. He currently serves as chair of the National Colorectal Cancer Roundtable.
Click here for more information and to register for event.",6:30pm,,"Philadelphia Heart Institute, 51 North 39th Street",Leonard & Davis Institute (LDI),"Richard C. Wender, MD Chief Cancer Control Officer of the American Cancer Society",5:00pm,,Penn DFMCH Grand Rounds with Dr. Richard Wender,https://ldi.upenn.edu/event/penn-dfmch-grand-rounds-dr-richard-wender,14-06-2019
"Jun. 14, 2019 12:00pm to 1:00pm",,6:30pm,,,Leonard & Davis Institute (LDI),,5:00pm,,,https://ldi.upenn.edu/event/penn-dfmch-grand-rounds-dr-richard-wender,14-06-2019
"Wednesday, May 8, 2019 - 10:00am","Kim Program Undergraduate Fellows will be presenting original research on topics related to Korean Studies. Take a break from finals, and join us in supporting our students and fellow classmates at this showcase event that will highlight the academic achievements of the Undergraduate Fellows.",,,,Korean Studies,"Kim Program Undergraduate Fellows  

    University of Pennsylvania",10:00am,,Kim Program Undergraduate Research Symposium,https://www.sas.upenn.edu/koreanstudies/events/kim-program-undergraduate-research-symposium-0,08-05-2019
May 23 2019,"Moderated by Professor Jacques DeLisle, Stephen A. Cozen Professor of Law and Professor of Political Science; Deputy Director, Center for the Study of Contemporary China",1:15pm,,"CSCC Conference Room, Perelman 418, 133 S. 36th St.",Center for the Study of Contemporary China,Chinese Consul General Huang Ping,12:15pm,,Roundtable Discussion on U.S. – China Relations,https://cscc.sas.upenn.edu//events/2019/05/23/roundtable-discussion-us-china-relations,23-05-2019
Nov 20 2019,,6:00pm,,,Center for the Study of Contemporary China,"Kyle Jaros, Associate Professor of Political Economy, University of Oxford",4:30pm,,China's Urban Champions: The Politics of Spatial Development,https://cscc.sas.upenn.edu//events/2019/11/20/chinas-urban-champions-politics-spatial-development,20-11-2019
"Friday, May 10, 2019 - 9:00am to 4:00pm","Event Information: The Fels Institute of Government hosts a semi-annual public policy symposium that shines a light on what local and state government officials are doing to address nationally relevant issues in Philadelphia. This semester’s symposium will address the burgeoning opioid crisis by evaluating how public policy can stem the ever-growing number of newly addicted individuals. Government officials have dedicated a substantial amount of resources and attention to treating people who are already addicted to opioids, but less resources have been dedicated to addressing some of the root causes of an individual’s addiction.
Attendees will wrestle with how an individual gets addicted to opioids, the trajectory of their addiction, and the impact of overprescribing of opioids by the medical community. The discussion will also explore what lessons the policy community has learned from the opioid crisis that can be used to prevent and address the next potential drug crisis. 
Registration is required to attend. Please RSVP here: https://bit.ly/2IhHTUd
 
Tentative Program Overview:
8:30 AM   Registration Opens
9:00 AM   Welcome and Opening Remarks
Michael DiBerardinis, Fels Professor of Practice Jim Kenney, Mayor, City of PhiladelphiaWendell Pritchett, Provost, University of PennsylvaniaThomas Farley, M.D., MPH, Health Commissioner, City of Philadelphia

9:35 AM   Topic 1: ""The Opioid Crisis in America""
Presentation by Vikram Krishnasamy, M.D., MPHPhysician and Medical Epidemiologist, Centers for Disease Control and Prevention

9:55 AM   Topic 1 Panel Discussion
Moderator/Discussant: Virginia Calega, M.D., Vice President, Medical Affairs, Independence Blue CrossDiscussants:          Rachel Levine, M.D., Secretary of Health, Commonwealth of Pennsylvania          Laura Murray, D.O., Behavioral Health Chief Medical Officer, Merakey          Chris Tjoa, M.D., Deputy Chief Medical Officer, Adult Services, Community Behavioral Health          Lara Weinstein, M.D., MPH, DrPH, Associate Professor, Department of Family and Community Medicine, Thomas Jefferson University;                     Site Medical Director, Project HOME Health Services

10:45 AM   Break
10:55 AM   Topic 2: ""Drug regulation, drug treatment, and preventing the next drug crisis""
Presentation by Joshua M. Sharfstein, M.D.Professor of the Practice in Health Policy and ManagementJohns Hopkins Bloomberg School of Public Health

11:15 AM   Topic 2 Panel Discussion
Moderator/Discussant: Patrick J. Brennan, M.D., Chief Medical Officer and Senior Vice President, University of Pennsylvania Health SystemsDiscussants:          Hope Selarnick, M.D., Director of Addiction Services, CMCVAMC          Sosunmolu O. Shoyinka, M.D., MBA, Chief Medical Officer, Philadelphia Dept. of Behavioral Health and disAbility Services          Jennifer Smith, Secretary of PA Department of Drug and Alcohol Programs

12:05 PM   Lunch
1:20 PM   Topic 3: Addressing over-prescribing of opioids by health care professionals
Presentation by Andrew Kolodny, M.D.Co-Director of Opioid Policy Research, Heller School for Social Policy and Management, Brandeis University;Executive Director, Physicians for Responsible Opioid Prescribing

1:45 PM   Topic 3 Panel Discussion
Moderator/Discussant: Sue Freeman, M.D., President & CEO, Creative HealthCare Initiatives, Inc.Discussants:          Jeff Hom, M.D., MPH, Policy Advisor, Philadelphia Department of Health          Andrew Kolodny, M.D.          Samir Mehta, M.D., Chief of the Orthopedic Trauma and Fracture Service, University of Pennsylvania;                    Vice Chair, Clinical Research, Department of Orthopedic Surgery

2:40 PM   Closing Remarks
3:00 PM   Reception",4:00pm,,"133 S 36th StreetPhiladelphia, PA 19104 Ronald O. Perelman Center for Political Science and Economics",Fels institute,Fels Symposium | Philadelphia's Opioid Crisis,9:00am,,Fels Symposium | Philadelphia's Opioid Crisis,https://www.fels.upenn.edu/events/event/fels-symposium-philadelphias-opioid-crisis/2019-05-10-090000-2019-05-10-160000,10-05-2019
"Thursday, May 16, 2019 - 5:00pm to 7:00pm","Event Information: Join us on Thursday, May 16 from 5 - 7 PM inside Philadelphia's City Hall for a Fels networking happy hour event! This is a great opportunity for Fels alumni working in or around City Hall to meet with current Fels faculty and staff and to learn about new upcoming opportunities to get involved at Fels. 
We also welcome prospective students to network with members of the Fels community and learn more about the updates to the Executive MPA program and a new scholarship for experienced government workers -- just in time for the Executive MPA Program Fall 2019 deadline on June 1!
 
This event is open to the public. Please RSVP below!",7:00pm,,"1401 John F. Kennedy Blvd Philadelphia, PA 19102 Philadelphia City Hall | Conversation Hall, Room 201",Fels institute,Fels City Hall Networking Happy Hour,5:00pm,,Fels City Hall Networking Happy Hour,https://www.fels.upenn.edu/events/event/fels-city-hall-networking-happy-hour/2019-05-16-170000-2019-05-16-190000,16-05-2019
"Sunday, May 19, 2019 - 11:45am to 1:45pm","Event Information: On graduation day Fels Student Association invites you to keep the celebration going and join us for a reception following graduation on May 19th at Independence Beer Garden, just a few steps from the National Constitution Center. Fels has space reserved from 11:45AM to 1:45PM with bar snacks, sandwiches, and a drinks for all to enjoy in addition to the wonderful outdoor space, games, and activities provided at Independence Beer Garden. 
RSVP is required below by May 14th to attend this reception.
Due to limited space, this is a private event open only to guests attending the Fels commencement ceremony.",1:45pm,,"100 S Independence Mall WestPhiladelphia, PA 19106 Independence Beer Garden",Fels institute,FSA Graduation Reception at Independence Beer Garden (RSVP Required),11:45am,,FSA Graduation Reception at Independence Beer Garden (RSVP Required),https://www.fels.upenn.edu/events/event/fsa-graduation-reception-independence-beer-garden-rsvp-required/2019-05-19-114500-2019,19-05-2019
"Wednesday, May 8, 2019","Heritage Day is the Science History Institute’s annual celebration of the achievements and promise of the sciences and technologies that shape material culture and innovation. Festivities will include the presentation of the following awards: Frederick Frank
			Chair, EVOLUTION Life Science Partners Jody Roberts (Moderator)
			Director, Institute for Research and Managing Director, West Coast Office, Science History Institute John LaMattina
			Former President of Global R&D, Pfizer",8:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,10:30 a.m.,,Heritage Day 2019,https://www.sciencehistory.org/event/heritage-day-2019,08-05-2019
"Saturday, May 11, 2019","Sculptor and lecturer Rebecca Kamen hosts this month’s Saturday Speaker Series. Her two-year research journey to find meaning and inspiration for interpreting the periodic table through art took her from the Science History Institute to as far as India and Bhutan. Join us for a lively talk, as Kamen shares her insights and discoveries about the transformational power of the periodic table from an artist’s point of view. This program is presented in celebration of the International Year of the Periodic Table. Rebecca Kamen with Platonic Solids


Rebecca Kamen in front of her installation The Platonic Solids, 2011.


Conrad Erb Rebecca Kamen in front of her installation The Platonic Solids, 2011. Conrad Erb",12:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,11:00 a.m.,,Interpreting the Periodic Table through Art,https://www.sciencehistory.org/event/interpreting-the-periodic-table-through-art,11-05-2019
"Saturday, May 11, 2019","With science topics ranging from medical history to the environment, Wikipedia’s content reaches more than 500 million people around the globe. WikiSalon Interested in joining the ranks of this online encyclopedia’s volunteer editors? Stop by for our monthly WikiSalon, a casual gathering of Wikipedia enthusiasts and those interested in learning more. Participants can edit articles of their own choice and suggest articles needing improvement to the group. You provide your own laptop; we provide coffee, tea, and plenty of opportunity for spontaneous discussion and collaboration. First-timer? No problem! One of our experienced guests will coach you through the process.",2:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,WikiSalon,https://www.sciencehistory.org/event/wikisalon-201905,11-05-2019
"Tuesday, May 14, 2019","Join us for a Lunchtime Lecture by Rocio Gomez, a Science Institute Fellow. While historians of science emphasize scientists in Europe, such as Marie Curie and Alexander von Humboldt, scientists in Latin America rarely receive a mention. Even historians of Latin America neglect scientists in their discussions of institutions. Using letters and scientific treatises, Gomez’s project examines the work of chemist and engineer Andrés Manuel del Río (1764–1849). Gomez will argue that del Río encountered bias against Mexican science despite his discovery of the element vanadium. This finding coincided with the turmoil of the Wars of Independence in Mexico (1810–1821), which emphasized geopolitical rifts and a break with European institutions. Vanadium’s importance reaches into the 20th century as it becomes crucial to the steel industry and the war effort. This talk will examine how del Río’s discovery shaped technology in the Wars of Independence in Mexico and the World War II effort while spurring the mining industry on both sides of the border. Rocio Gomez Rocio Gomez is an assistant professor of history at the University of Arkansas and holds a PhD in Latin American history from the University of Arizona. Her research interests include Latin America, history of science, environmental history, and the history of medicine. At the Science History Institute she will be exploring the work of Andrés Manuel del Rio (1764–1849) and his scientific contributions to the history of chemistry, geology, and the modern mining sector. Her first book, Silver Veins and Dusty Lungs: Water, Public Health, and the Environmental Legacies of Industry in Modern Mexico, 1834–1945 (University of Nebraska Press, forthcoming), explores the effects of silver mining on the human body and water systems in Zacatecas, Mexico.",1:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,"To Victory with Vanadium! Technology, Mining, and Latin American Science",https://www.sciencehistory.org/event/to-victory-with-vanadium-technology-mining-and-latin-american-science,14-05-2019
"Tuesday, May 21, 2019","Join us for a Lunchtime Lecture by Alexandre Hocquet and Frédéric Wieber, Otlet Fellows at the Science History Institute. Computational chemistry is a scientific field within which the computer is a pivotal element. This scientific community emerged in the 1980s and was involved with two major industries: the computer manufacturers and the pharmaceutical industry, the latter becoming a potential market for the former through molecular-modeling software packages. Hocquet and Wieber will address the difficult relationships between scientific modeling methods and the software that implemented these methods throughout the 1990s. Developing, using, licensing, and distributing software leads to multiple tensions among the actors in intertwined academic and industrial contexts. In order to understand these tensions, Hocquet and Wieber explore the Computational Chemistry List. This mailing list, created in 1991, constitutes a natively digital kind of corpus that reveals how issues of theories, methods, code, reproducibility of results, epistemic transparency, intellectual property, user management, and the commercialization of software are articulated Alexandre Hocquet and Frédéric Wieber


Alexandre Hocquet (left) and Frédéric Wieber (right).",1:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,“Only the Initiates Will Have the Secrets Revealed”: Software Packages in Computational Chemistry,https://www.sciencehistory.org/event/only-the-initiates-will-have-the-secrets-revealed-software-packages-in-computational-chemistry,21-05-2019
"Thursday, May 23, 2019","Do you ever look back at key moments in history and think, “I would’ve made a better choice”? We’ll test that assumption using a real-world scenario where Cold War tensions meet the Wild West. Uranium Game


Science History Institute Science History Institute It’s an age of new frontiers, where some people are trying to make a fortune. Newspapers are reporting that anyone with a few supplies, some hard work, and a stick of dynamite can strike it rich. Rumor has it that out West even the cowboys are hanging up their spurs for a chance to cash in on this valuable metal hiding in the ground. Welcome to the uranium prospecting boom of the 1950s.",8:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,6:00 p.m.,,Pick Your Own Path,https://www.sciencehistory.org/event/pick-your-own-path,23-05-2019
"Monday, June 3, 2019","The Center for Oral History is proud to provide training to scholars and researchers interested in learning oral history and research interview methodologies. Center for Oral History This weeklong workshop will introduce attendees to all aspects of the interview process, including general oral history theory and methodology, interviewing techniques and performance of mock interviews, legal and ethical issues, transcription practices, archiving, recording equipment and its use, data management, and other relevant topics. Interested participants are encouraged to bring their research ideas.  Advance registration is required. For more information please contact Samantha Blatt at 215.873.8242 or sblatt@sciencehistory.org.",4:00 p.m.,,"James B. Hunt Jr. Library1070 Partners Way, James B. Hunt Jr. Library, 1070 Partners Way, Raleigh, NC 27606",Science History Institute,,9:00 a.m.,,Oral History Training Institute at North Carolina State University,https://www.sciencehistory.org/event/oral-history-training-institute-at-north-carolina-state-university,03-06-2019
"Saturday, June 8, 2019","With science topics ranging from medical history to the environment, Wikipedia’s content reaches more than 500 million people around the globe. wikisalon7.jpg Interested in joining the ranks of this online encyclopedia’s volunteer editors? Stop by for our monthly WikiSalon, a casual gathering of Wikipedia enthusiasts and those interested in learning more. Participants can edit articles of their own choice and suggest articles needing improvement to the group. You provide your own laptop; we provide coffee, tea, and plenty of opportunity for spontaneous discussion and collaboration. First-timer? No problem! One of our experienced guests will coach you through the process.",2:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,12:00 p.m.,,WikiSalon,https://www.sciencehistory.org/event/wikisalon-201906,08-06-2019
"Saturday, June 22, 2019","Modern science relies on vision and not just the metaphorical kind. Since the Scientific Revolution, natural philosophers and scientists have worked to develop tools and knowledge that are almost entirely dependent on what we can see. oil_immersion_microscope.jpg


Oil-immersion microscope, wooden carrying case, vial of oil, and wooden rack, ca. 1946.


Science History Institute Oil-immersion microscope, wooden carrying case, vial of oil, and wooden rack, ca. 1946. Science History Institute But is vision necessarily any more reliable or less subjective than our other senses when it comes to understanding the world around us? Why do we privilege sight in the history and modern creation of science, and what happens when we learn things using other senses?",3:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,1:00 p.m.,,History Lab: Through the Lens of Disability,https://www.sciencehistory.org/event/history-lab-through-the-lens-of-disability,22-06-2019
"Thursday, June 27, 2019","Producing podcasts offers an appealing option for anyone interested in creating audio stories built around oral history. This workshop will introduce participants to the basics of creating a narrative podcast using oral histories. We’ll discuss the elements and steps involved in creating a 25-minute podcast episode: the necessary equipment (as well as tips and tricks) required for narrative reporting and audio gathering, how to use oral histories in a narrative podcast, how to gather additional archival materials, and best practices for scripting and editing. Participants are encouraged to bring their laptops and a project they’re currently working on. marketing-distillations-podcast-interviewee.png


Conrad Erb Conrad Erb The workshop will teach skills useful for students, teachers, researchers, oral history practitioners, and a variety of jobs in academic and public organizations. We’ll also offer insight into how to engage students in project-based learning, along with practical ways to incorporate podcast production into curriculums, from syllabus design, through scaffolded assignments, to guiding students through their final edits. The Institute has been conducting interviews for more than 30 years and has roughly 5,000 hours of recordings in its collections. We are one of the only institutions in the United States to focus our oral history work on scientists from diverse disciplinary fields. Distillations exists where science and the humanities overlap. Each episode of Distillations podcast takes a deep dive into a moment of science-related history in order to shed light on the present.",4:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,10:00 a.m.,,Creating Narrative Podcasts with Oral Histories,https://www.sciencehistory.org/event/creating-narrative-podcasts-with-oral-histories,27-06-2019
"Monday, July 8, 2019","The Center for Oral History is proud to provide training to scholars and researchers interested in learning oral history and research interview methodologies. Center for Oral History This weeklong workshop will introduce attendees to all aspects of the interview process, including general oral history theory and methodology, interviewing techniques and performance of mock interviews, legal and ethical issues, transcription practices, archiving, recording equipment and its use, data management, and other relevant topics. Interested participants are encouraged to bring their research ideas.  Advance registration is required. For more information please contact Samantha Blatt at 215.873.8242 or sblatt@sciencehistory.org.",4:00 p.m.,,"Science History Institute315 Chestnut Street, Science History Institute, 315 Chestnut Street, Philadelphia, PA 19106",Science History Institute,,9:00 a.m.,,Oral History Training Institute,https://www.sciencehistory.org/event/oral-history-training-institute-201907,08-07-2019
